04/07/2024 18:47:25, Voltage = 0.2851067, Wetness = 2.427608, state = Dry, Temperature = 28.45355, Evaporation = 0.8905653, Frequency = 32816
04/07/2024 18:47:40, Voltage = 0.2874432, Wetness = 2.530536, state = Dry, Temperature = 31.24048, Evaporation = 0.9192172, Frequency = 32928
04/07/2024 18:47:41, Voltage = 0.2857754, Wetness = 2.457067, state = Dry, Temperature = 31.27112, Evaporation = 0.943035, Frequency = 32920
04/07/2024 18:47:42, Voltage = 0.2870645, Wetness = 2.513855, state = Dry, Temperature = 31.25092, Evaporation = 0.9171022, Frequency = 32920
04/07/2024 18:47:43, Voltage = 0.2854934, Wetness = 2.444645, state = Dry, Temperature = 31.44952, Evaporation = 0.9201739, Frequency = 33000
04/07/2024 18:47:44, Voltage = 0.285429, Wetness = 2.441805, state = Dry, Temperature = 31.51074, Evaporation = 0.920325, Frequency = 33072
04/07/2024 18:47:45, Voltage = 0.2865327, Wetness = 2.490429, state = Dry, Temperature = 31.48358, Evaporation = 0.9233967, Frequency = 33016
04/07/2024 18:47:46, Voltage = 0.2858238, Wetness = 2.459197, state = Dry, Temperature = 31.18671, Evaporation = 0.9155916, Frequency = 33008
04/07/2024 18:47:47, Voltage = 0.287427, Wetness = 2.529826, state = Dry, Temperature = 31.81049, Evaporation = 0.9204761, Frequency = 33032
04/07/2024 18:47:48, Voltage = 0.2852517, Wetness = 2.433997, state = Dry, Temperature = 31.58923, Evaporation = 0.9218357, Frequency = 33032
04/07/2024 18:47:49, Voltage = 0.2859124, Wetness = 2.463101, state = Dry, Temperature = 31.53876, Evaporation = 0.9198215, Frequency = 33064
04/07/2024 18:47:50, Voltage = 0.2857996, Wetness = 2.458132, state = Dry, Temperature = 31.68744, Evaporation = 0.9177569, Frequency = 33024
04/07/2024 18:47:52, Voltage = 0.3070372, Wetness = 3.39371, state = Dry, Temperature = 31.54187, Evaporation = 0.9212314, Frequency = 32984
04/07/2024 18:47:53, Voltage = 0.2866133, Wetness = 2.493979, state = Dry, Temperature = 31.89349, Evaporation = 0.9218357, Frequency = 32960
04/07/2024 18:47:54, Voltage = 0.2864119, Wetness = 2.485106, state = Dry, Temperature = 31.56421, Evaporation = 0.9204761, Frequency = 33000
04/07/2024 18:47:55, Voltage = 0.306433, Wetness = 3.367091, state = Dry, Temperature = 31.78766, Evaporation = 0.92244, Frequency = 33016
04/07/2024 18:47:56, Voltage = 0.2868067, Wetness = 2.502498, state = Dry, Temperature = 31.77374, Evaporation = 0.9655436, Frequency = 33056
04/07/2024 18:47:57, Voltage = 0.2863071, Wetness = 2.480492, state = Dry, Temperature = 31.44135, Evaporation = 0.942884, Frequency = 33016
04/07/2024 18:47:58, Voltage = 0.2863636, Wetness = 2.482976, state = Dry, Temperature = 31.59796, Evaporation = 0.9212314, Frequency = 33056
04/07/2024 18:47:59, Voltage = 0.2875398, Wetness = 2.534795, state = Dry, Temperature = 31.6225, Evaporation = 0.91962, Frequency = 33112
04/07/2024 18:48:00, Voltage = 0.2853726, Wetness = 2.439321, state = Dry, Temperature = 31.99982, Evaporation = 0.9236485, Frequency = 33120
04/07/2024 18:48:01, Voltage = 0.2861138, Wetness = 2.471974, state = Dry, Temperature = 31.49738, Evaporation = 0.9199222, Frequency = 33120
04/07/2024 18:48:02, Voltage = 0.2870564, Wetness = 2.5135, state = Dry, Temperature = 31.60071, Evaporation = 0.9183108, Frequency = 33056
04/07/2024 18:48:03, Voltage = 0.2844299, Wetness = 2.397795, state = Dry, Temperature = 31.33813, Evaporation = 0.9226414, Frequency = 33080
04/07/2024 18:48:04, Voltage = 0.2870725, Wetness = 2.51421, state = Dry, Temperature = 31.6806, Evaporation = 0.9212314, Frequency = 33112
04/07/2024 18:48:06, Voltage = 0.2876285, Wetness = 2.5387, state = Dry, Temperature = 31.74658, Evaporation = 0.9188647, Frequency = 33128
04/07/2024 18:48:07, Voltage = 0.2872256, Wetness = 2.520953, state = Dry, Temperature = 31.92706, Evaporation = 0.9182101, Frequency = 33128
04/07/2024 18:48:08, Voltage = 0.2879991, Wetness = 2.555026, state = Dry, Temperature = 31.80157, Evaporation = 0.9168002, Frequency = 33112
04/07/2024 18:48:09, Voltage = 0.2862266, Wetness = 2.476943, state = Dry, Temperature = 31.52191, Evaporation = 0.9192676, Frequency = 33144
04/07/2024 18:48:10, Voltage = 0.2866294, Wetness = 2.494689, state = Dry, Temperature = 31.75214, Evaporation = 0.9261158, Frequency = 33176
04/07/2024 18:48:11, Voltage = 0.2870967, Wetness = 2.515274, state = Dry, Temperature = 31.66479, Evaporation = 0.9204761, Frequency = 33216
04/07/2024 18:48:12, Voltage = 0.2853081, Wetness = 2.436481, state = Dry, Temperature = 31.74799, Evaporation = 0.9226414, Frequency = 33168
04/07/2024 18:48:13, Voltage = 0.2860816, Wetness = 2.470554, state = Dry, Temperature = 31.81256, Evaporation = 0.9202243, Frequency = 33144
04/07/2024 18:48:14, Voltage = 0.2870887, Wetness = 2.514919, state = Dry, Temperature = 31.85693, Evaporation = 0.9169513, Frequency = 33200
04/07/2024 18:48:15, Voltage = 0.286146, Wetness = 2.473394, state = Dry, Temperature = 31.62842, Evaporation = 0.7165896, Frequency = 33208
04/07/2024 18:48:16, Voltage = 0.2867664, Wetness = 2.500722, state = Dry, Temperature = 32.23688, Evaporation = 0.9235476, Frequency = 33192
04/07/2024 18:48:17, Voltage = 0.2853081, Wetness = 2.436481, state = Dry, Temperature = 32.0755, Evaporation = 0.8920257, Frequency = 33176
04/07/2024 18:48:18, Voltage = 0.2855337, Wetness = 2.446419, state = Dry, Temperature = 31.82092, Evaporation = 0.9204761, Frequency = 33128
04/07/2024 18:48:20, Voltage = 0.307142, Wetness = 3.398324, state = Dry, Temperature = 31.87952, Evaporation = 0.918613, Frequency = 33120
04/07/2024 18:48:21, Voltage = 0.306296, Wetness = 3.361057, state = Dry, Temperature = 31.49445, Evaporation = 0.9195193, Frequency = 33088
04/07/2024 18:48:22, Voltage = 0.3073192, Wetness = 3.406132, state = Dry, Temperature = 32.39105, Evaporation = 0.9232456, Frequency = 33000
04/07/2024 18:48:23, Voltage = 0.3063846, Wetness = 3.364961, state = Dry, Temperature = 32.15973, Evaporation = 0.9204257, Frequency = 32928
04/07/2024 18:48:24, Voltage = 0.2857593, Wetness = 2.456357, state = Dry, Temperature = 31.77911, Evaporation = 0.9184115, Frequency = 32888
04/07/2024 18:48:25, Voltage = 0.2865972, Wetness = 2.493269, state = Dry, Temperature = 32.01965, Evaporation = 0.9206271, Frequency = 32808
04/07/2024 18:48:26, Voltage = 0.2862508, Wetness = 2.478008, state = Dry, Temperature = 31.88513, Evaporation = 0.9581414, Frequency = 32888
04/07/2024 18:48:27, Voltage = 0.2869195, Wetness = 2.507466, state = Dry, Temperature = 31.68518, Evaporation = 0.9219363, Frequency = 32904
04/07/2024 18:48:28, Voltage = 0.2869597, Wetness = 2.50924, state = Dry, Temperature = 31.73755, Evaporation = 0.9164477, Frequency = 32928
04/07/2024 18:48:29, Voltage = 0.2868872, Wetness = 2.506046, state = Dry, Temperature = 31.70154, Evaporation = 0.9194186, Frequency = 33032
04/07/2024 18:48:30, Voltage = 0.2876849, Wetness = 2.541184, state = Dry, Temperature = 31.78766, Evaporation = 0.916196, Frequency = 33064
04/07/2024 18:48:31, Voltage = 0.2858076, Wetness = 2.458487, state = Dry, Temperature = 31.94727, Evaporation = 0.9153399, Frequency = 33040
04/07/2024 18:48:32, Voltage = 0.3058851, Wetness = 3.342956, state = Dry, Temperature = 31.76019, Evaporation = 0.9193683, Frequency = 32952
04/07/2024 18:48:34, Voltage = 0.305732, Wetness = 3.336213, state = Dry, Temperature = 31.75427, Evaporation = 0.967457, Frequency = 32936
04/07/2024 18:48:35, Voltage = 0.2854773, Wetness = 2.443934, state = Dry, Temperature = 31.68652, Evaporation = 0.9242527, Frequency = 32936
04/07/2024 18:48:36, Voltage = 0.2869195, Wetness = 2.507466, state = Dry, Temperature = 31.55322, Evaporation = 0.9198215, Frequency = 32920
04/07/2024 18:48:37, Voltage = 0.2877735, Wetness = 2.545088, state = Dry, Temperature = 31.85187, Evaporation = 0.9038087, Frequency = 32888
04/07/2024 18:48:38, Voltage = 0.2870967, Wetness = 2.515274, state = Dry, Temperature = 31.81287, Evaporation = 0.9183108, Frequency = 32880
04/07/2024 18:48:39, Voltage = 0.2878943, Wetness = 2.550411, state = Dry, Temperature = 31.93872, Evaporation = 0.9236485, Frequency = 32864
04/07/2024 18:48:40, Voltage = 0.2867664, Wetness = 2.500722, state = Dry, Temperature = 31.55878, Evaporation = 0.9182101, Frequency = 32904
04/07/2024 18:48:41, Voltage = 0.2854128, Wetness = 2.441096, state = Dry, Temperature = 31.89941, Evaporation = 0.9194186, Frequency = 32880
04/07/2024 18:48:42, Voltage = 0.2873062, Wetness = 2.524503, state = Dry, Temperature = 32.17279, Evaporation = 0.9226414, Frequency = 32848
04/07/2024 18:48:43, Voltage = 0.2863716, Wetness = 2.483331, state = Dry, Temperature = 32.09503, Evaporation = 0.9230441, Frequency = 32872
04/07/2024 18:48:44, Voltage = 0.2862749, Wetness = 2.479073, state = Dry, Temperature = 31.47839, Evaporation = 0.9238499, Frequency = 32840
04/07/2024 18:48:45, Voltage = 0.2870564, Wetness = 2.5135, state = Dry, Temperature = 31.84406, Evaporation = 0.8765667, Frequency = 32840
04/07/2024 18:48:46, Voltage = 0.2857915, Wetness = 2.457777, state = Dry, Temperature = 32.06421, Evaporation = 0.9194186, Frequency = 32856
04/07/2024 18:48:48, Voltage = 0.2860816, Wetness = 2.470554, state = Dry, Temperature = 31.86914, Evaporation = 0.9208789, Frequency = 32840
04/07/2024 18:48:49, Voltage = 0.2863877, Wetness = 2.484041, state = Dry, Temperature = 31.79047, Evaporation = 0.9196704, Frequency = 32872
04/07/2024 18:48:50, Voltage = 0.2859446, Wetness = 2.464521, state = Dry, Temperature = 31.87347, Evaporation = 0.9158937, Frequency = 32856
04/07/2024 18:48:51, Voltage = 0.2873707, Wetness = 2.527342, state = Dry, Temperature = 31.70465, Evaporation = 0.9232959, Frequency = 32832
04/07/2024 18:48:52, Voltage = 0.2865489, Wetness = 2.49114, state = Dry, Temperature = 32.0282, Evaporation = 0.9423803, Frequency = 32792
04/07/2024 18:48:53, Voltage = 0.285155, Wetness = 2.429738, state = Dry, Temperature = 31.67609, Evaporation = 0.9196704, Frequency = 32808
04/07/2024 18:48:54, Voltage = 0.2873304, Wetness = 2.525568, state = Dry, Temperature = 32.25128, Evaporation = 0.9198215, Frequency = 32816
04/07/2024 18:48:55, Voltage = 0.2869114, Wetness = 2.507111, state = Dry, Temperature = 31.56647, Evaporation = 0.9643351, Frequency = 32872
04/07/2024 18:48:56, Voltage = 0.2872015, Wetness = 2.519889, state = Dry, Temperature = 32.13623, Evaporation = 0.8789837, Frequency = 32888
04/07/2024 18:48:57, Voltage = 0.2880232, Wetness = 2.55609, state = Dry, Temperature = 31.99963, Evaporation = 0.822234, Frequency = 32992
04/07/2024 18:48:58, Voltage = 0.2854285, Wetness = 2.441783, state = Dry, Temperature = 32.07532, Evaporation = 0.8792859, Frequency = 32984
04/07/2024 18:48:59, Voltage = 0.2867744, Wetness = 2.501078, state = Dry, Temperature = 31.8183, Evaporation = 0.9165987, Frequency = 32984
04/07/2024 18:49:01, Voltage = 0.287709, Wetness = 2.542249, state = Dry, Temperature = 31.51636, Evaporation = 0.9248569, Frequency = 33072
04/07/2024 18:49:02, Voltage = 0.2856787, Wetness = 2.452807, state = Dry, Temperature = 31.61658, Evaporation = 0.9195193, Frequency = 33120
04/07/2024 18:49:03, Voltage = 0.2866214, Wetness = 2.494334, state = Dry, Temperature = 32.07776, Evaporation = 0.9152391, Frequency = 33096
04/07/2024 18:49:04, Voltage = 0.2855982, Wetness = 2.449259, state = Dry, Temperature = 31.83221, Evaporation = 0.8805951, Frequency = 32976
04/07/2024 18:49:05, Voltage = 0.286283, Wetness = 2.479427, state = Dry, Temperature = 31.87622, Evaporation = 0.9207278, Frequency = 32968
04/07/2024 18:49:06, Voltage = 0.2850664, Wetness = 2.425834, state = Dry, Temperature = 32.21564, Evaporation = 0.9197711, Frequency = 32896
04/07/2024 18:49:07, Voltage = 0.2865247, Wetness = 2.490075, state = Dry, Temperature = 32.14496, Evaporation = 0.9188144, Frequency = 32904
04/07/2024 18:49:08, Voltage = 0.2874109, Wetness = 2.529117, state = Dry, Temperature = 32.16479, Evaporation = 0.9183108, Frequency = 32912
04/07/2024 18:49:09, Voltage = 0.2875962, Wetness = 2.53728, state = Dry, Temperature = 31.77063, Evaporation = 0.8211261, Frequency = 32952
04/07/2024 18:49:10, Voltage = 0.285727, Wetness = 2.454937, state = Dry, Temperature = 31.82928, Evaporation = 0.9049165, Frequency = 32976
04/07/2024 18:49:11, Voltage = 0.2859365, Wetness = 2.464165, state = Dry, Temperature = 32.185, Evaporation = 0.9197711, Frequency = 32952
04/07/2024 18:49:12, Voltage = 0.2865891, Wetness = 2.492914, state = Dry, Temperature = 31.67297, Evaporation = 0.9175052, Frequency = 32968
04/07/2024 18:49:13, Voltage = 0.2863877, Wetness = 2.484041, state = Dry, Temperature = 32.10358, Evaporation = 0.9170016, Frequency = 32976
04/07/2024 18:49:15, Voltage = 0.287145, Wetness = 2.517404, state = Dry, Temperature = 31.88251, Evaporation = 0.9195193, Frequency = 32960
04/07/2024 18:49:16, Voltage = 0.3050149, Wetness = 3.304624, state = Dry, Temperature = 31.87988, Evaporation = 0.9553215, Frequency = 32952
04/07/2024 18:49:17, Voltage = 0.3069889, Wetness = 3.391581, state = Dry, Temperature = 32.00238, Evaporation = 0.9219363, Frequency = 32944
04/07/2024 18:49:18, Voltage = 0.3075448, Wetness = 3.41607, state = Dry, Temperature = 32.10547, Evaporation = 0.9224902, Frequency = 32944
04/07/2024 18:49:19, Voltage = 0.2860493, Wetness = 2.469135, state = Dry, Temperature = 32.08368, Evaporation = 0.9255619, Frequency = 33024
04/07/2024 18:49:20, Voltage = 0.2858963, Wetness = 2.462391, state = Dry, Temperature = 31.80701, Evaporation = 0.9192172, Frequency = 33016
04/07/2024 18:49:21, Voltage = 0.2872659, Wetness = 2.522728, state = Dry, Temperature = 31.95459, Evaporation = 0.9223392, Frequency = 32984
04/07/2024 18:49:22, Voltage = 0.2857915, Wetness = 2.457777, state = Dry, Temperature = 31.91833, Evaporation = 0.9165483, Frequency = 33112
04/07/2024 18:49:23, Voltage = 0.2868711, Wetness = 2.505337, state = Dry, Temperature = 31.9798, Evaporation = 0.9208789, Frequency = 33216
04/07/2024 18:49:24, Voltage = 0.2866778, Wetness = 2.496819, state = Dry, Temperature = 32.13641, Evaporation = 0.9176059, Frequency = 33304
04/07/2024 18:49:25, Voltage = 0.2870967, Wetness = 2.515274, state = Dry, Temperature = 31.95038, Evaporation = 0.9202243, Frequency = 33272
04/07/2024 18:49:26, Voltage = 0.2860816, Wetness = 2.470554, state = Dry, Temperature = 31.74347, Evaporation = 0.9191165, Frequency = 33328
04/07/2024 18:49:27, Voltage = 0.2854128, Wetness = 2.441096, state = Dry, Temperature = 31.70062, Evaporation = 0.922591, Frequency = 33256
04/07/2024 18:49:29, Voltage = 0.287846, Wetness = 2.548282, state = Dry, Temperature = 32.151, Evaporation = 0.9239506, Frequency = 33240
04/07/2024 18:49:30, Voltage = 0.2872498, Wetness = 2.522018, state = Dry, Temperature = 31.82141, Evaporation = 0.9212314, Frequency = 33216
04/07/2024 18:49:31, Voltage = 0.2863636, Wetness = 2.482976, state = Dry, Temperature = 32.05896, Evaporation = 0.8921767, Frequency = 33256
04/07/2024 18:49:32, Voltage = 0.2862588, Wetness = 2.478362, state = Dry, Temperature = 31.86633, Evaporation = 0.9215335, Frequency = 33144
04/07/2024 18:49:33, Voltage = 0.2858721, Wetness = 2.461327, state = Dry, Temperature = 32.05078, Evaporation = 0.922742, Frequency = 33104
04/07/2024 18:49:34, Voltage = 0.2846716, Wetness = 2.408442, state = Dry, Temperature = 31.72919, Evaporation = 0.9200732, Frequency = 33088
04/07/2024 18:49:35, Voltage = 0.2856223, Wetness = 2.450324, state = Dry, Temperature = 31.75043, Evaporation = 0.9175052, Frequency = 33088
04/07/2024 18:49:36, Voltage = 0.3079073, Wetness = 3.432041, state = Dry, Temperature = 32.0365, Evaporation = 0.9196704, Frequency = 33072
04/07/2024 18:49:37, Voltage = 0.30715, Wetness = 3.398679, state = Dry, Temperature = 31.77148, Evaporation = 0.9233967, Frequency = 33008
04/07/2024 18:49:38, Voltage = 0.306296, Wetness = 3.361057, state = Dry, Temperature = 31.65381, Evaporation = 0.9166995, Frequency = 32984
04/07/2024 18:49:39, Voltage = 0.3077945, Wetness = 3.427073, state = Dry, Temperature = 32.10547, Evaporation = 0.9202243, Frequency = 32976
04/07/2024 18:49:40, Voltage = 0.285711, Wetness = 2.454227, state = Dry, Temperature = 32.08997, Evaporation = 0.9256626, Frequency = 32920
04/07/2024 18:49:41, Voltage = 0.2851631, Wetness = 2.430093, state = Dry, Temperature = 31.77063, Evaporation = 0.9242527, Frequency = 32960
04/07/2024 18:49:43, Voltage = 0.2857029, Wetness = 2.453872, state = Dry, Temperature = 31.56421, Evaporation = 0.922037, Frequency = 32984
04/07/2024 18:49:44, Voltage = 0.2862105, Wetness = 2.476233, state = Dry, Temperature = 31.75665, Evaporation = 0.9182101, Frequency = 33040
04/07/2024 18:49:45, Voltage = 0.2862266, Wetness = 2.476943, state = Dry, Temperature = 31.98865, Evaporation = 0.9207278, Frequency = 33016
04/07/2024 18:49:46, Voltage = 0.2867019, Wetness = 2.497884, state = Dry, Temperature = 31.86877, Evaporation = 0.9219363, Frequency = 33008
04/07/2024 18:49:47, Voltage = 0.2869195, Wetness = 2.507466, state = Dry, Temperature = 31.9502, Evaporation = 0.9191165, Frequency = 33000
04/07/2024 18:49:48, Voltage = 0.2863394, Wetness = 2.481912, state = Dry, Temperature = 31.56592, Evaporation = 0.9213825, Frequency = 32968
04/07/2024 18:49:49, Voltage = 0.2853, Wetness = 2.436126, state = Dry, Temperature = 31.55341, Evaporation = 0.9191165, Frequency = 32976
04/07/2024 18:49:50, Voltage = 0.2857996, Wetness = 2.458132, state = Dry, Temperature = 31.77911, Evaporation = 0.9223392, Frequency = 32984
04/07/2024 18:49:51, Voltage = 0.3067552, Wetness = 3.381288, state = Dry, Temperature = 31.35223, Evaporation = 0.9183108, Frequency = 32976
04/07/2024 18:49:52, Voltage = 0.2857673, Wetness = 2.456712, state = Dry, Temperature = 31.83551, Evaporation = 0.9226414, Frequency = 33032
04/07/2024 18:49:53, Voltage = 0.2871934, Wetness = 2.519533, state = Dry, Temperature = 31.96991, Evaporation = 0.9236988, Frequency = 33064
04/07/2024 18:49:54, Voltage = 0.2865569, Wetness = 2.491494, state = Dry, Temperature = 31.65643, Evaporation = 0.9197711, Frequency = 33056
04/07/2024 18:49:55, Voltage = 0.2867422, Wetness = 2.499658, state = Dry, Temperature = 31.98016, Evaporation = 0.8019409, Frequency = 33032
04/07/2024 18:49:57, Voltage = 0.2867986, Wetness = 2.502142, state = Dry, Temperature = 31.53339, Evaporation = 0.9217853, Frequency = 33048
04/07/2024 18:49:58, Voltage = 0.2863474, Wetness = 2.482267, state = Dry, Temperature = 31.91681, Evaporation = 0.8984207, Frequency = 33040
04/07/2024 18:49:59, Voltage = 0.2853887, Wetness = 2.440031, state = Dry, Temperature = 31.89435, Evaporation = 0.923447, Frequency = 33032
04/07/2024 18:50:00, Voltage = 0.2860332, Wetness = 2.468424, state = Dry, Temperature = 31.41315, Evaporation = 0.9333165, Frequency = 33048
04/07/2024 18:50:01, Voltage = 0.2876929, Wetness = 2.541538, state = Dry, Temperature = 31.99701, Evaporation = 0.9427329, Frequency = 33024
04/07/2024 18:50:02, Voltage = 0.286992, Wetness = 2.51066, state = Dry, Temperature = 31.91589, Evaporation = 0.9170016, Frequency = 33008
04/07/2024 18:50:03, Voltage = 0.286146, Wetness = 2.473394, state = Dry, Temperature = 31.54175, Evaporation = 0.9180591, Frequency = 33000
04/07/2024 18:50:04, Voltage = 0.286283, Wetness = 2.479427, state = Dry, Temperature = 31.75098, Evaporation = 0.9184619, Frequency = 32992
04/07/2024 18:50:05, Voltage = 0.2867906, Wetness = 2.501787, state = Dry, Temperature = 32.01617, Evaporation = 0.9166995, Frequency = 32952
04/07/2024 18:50:06, Voltage = 0.3071016, Wetness = 3.396549, state = Dry, Temperature = 31.99164, Evaporation = 0.922591, Frequency = 32936
04/07/2024 18:50:07, Voltage = 0.3061429, Wetness = 3.354314, state = Dry, Temperature = 31.65625, Evaporation = 0.9198215, Frequency = 32960
04/07/2024 18:50:08, Voltage = 0.2854854, Wetness = 2.44429, state = Dry, Temperature = 32.11121, Evaporation = 0.9198215, Frequency = 32960
04/07/2024 18:50:10, Voltage = 0.3075448, Wetness = 3.41607, state = Dry, Temperature = 32.26453, Evaporation = 0.9202243, Frequency = 32960
04/07/2024 18:50:11, Voltage = 0.2862669, Wetness = 2.478718, state = Dry, Temperature = 31.80103, Evaporation = 0.9236988, Frequency = 32952
04/07/2024 18:50:12, Voltage = 0.2853484, Wetness = 2.438256, state = Dry, Temperature = 31.88855, Evaporation = 0.9163973, Frequency = 32920
04/07/2024 18:50:13, Voltage = 0.285856, Wetness = 2.460616, state = Dry, Temperature = 31.73474, Evaporation = 0.9196704, Frequency = 32888
04/07/2024 18:50:14, Voltage = 0.3060865, Wetness = 3.351829, state = Dry, Temperature = 31.68475, Evaporation = 0.9207278, Frequency = 32904
04/07/2024 18:50:15, Voltage = 0.3059898, Wetness = 3.34757, state = Dry, Temperature = 31.96954, Evaporation = 0.922591, Frequency = 32952
04/07/2024 18:50:16, Voltage = 0.305305, Wetness = 3.317402, state = Dry, Temperature = 32.17853, Evaporation = 0.9207278, Frequency = 32984
04/07/2024 18:50:17, Voltage = 0.3077301, Wetness = 3.424234, state = Dry, Temperature = 32.00537, Evaporation = 0.9228931, Frequency = 32976
04/07/2024 18:50:18, Voltage = 0.3065377, Wetness = 3.371705, state = Dry, Temperature = 31.21527, Evaporation = 0.9181598, Frequency = 32968
04/07/2024 18:50:19, Voltage = 0.2848892, Wetness = 2.418026, state = Dry, Temperature = 32.40375, Evaporation = 0.9213825, Frequency = 32976
04/07/2024 18:50:20, Voltage = 0.2851148, Wetness = 2.427963, state = Dry, Temperature = 32.00568, Evaporation = 0.917203, Frequency = 32968
04/07/2024 18:50:21, Voltage = 0.2860896, Wetness = 2.470909, state = Dry, Temperature = 31.94916, Evaporation = 0.9200732, Frequency = 32928
04/07/2024 18:50:22, Voltage = 0.2864119, Wetness = 2.485106, state = Dry, Temperature = 32.02509, Evaporation = 0.9183108, Frequency = 32976
04/07/2024 18:50:24, Voltage = 0.3071822, Wetness = 3.400099, state = Dry, Temperature = 32.01355, Evaporation = 1.09425, Frequency = 32952
04/07/2024 18:50:25, Voltage = 0.2880716, Wetness = 2.55822, state = Dry, Temperature = 32.03876, Evaporation = 0.9210299, Frequency = 32952
04/07/2024 18:50:26, Voltage = 0.2873062, Wetness = 2.524503, state = Dry, Temperature = 32.41315, Evaporation = 0.939913, Frequency = 32936
04/07/2024 18:50:27, Voltage = 0.3080523, Wetness = 3.438431, state = Dry, Temperature = 31.50885, Evaporation = 0.923447, Frequency = 32912
04/07/2024 18:50:28, Voltage = 0.3075528, Wetness = 3.416426, state = Dry, Temperature = 32.25708, Evaporation = 0.915642, Frequency = 32864
04/07/2024 18:50:29, Voltage = 0.3068761, Wetness = 3.386611, state = Dry, Temperature = 31.82715, Evaporation = 0.9495811, Frequency = 32896
04/07/2024 18:50:30, Voltage = 0.3067472, Wetness = 3.380933, state = Dry, Temperature = 32.06158, Evaporation = 0.959652, Frequency = 32936
04/07/2024 18:50:31, Voltage = 0.3063846, Wetness = 3.364961, state = Dry, Temperature = 32.05554, Evaporation = 0.9191165, Frequency = 32784
04/07/2024 18:50:32, Voltage = 0.3060865, Wetness = 3.351829, state = Dry, Temperature = 31.71735, Evaporation = 0.9460059, Frequency = 32688
04/07/2024 18:50:33, Voltage = 0.307005, Wetness = 3.39229, state = Dry, Temperature = 32.08026, Evaporation = 0.9217853, Frequency = 32648
04/07/2024 18:50:34, Voltage = 0.285719, Wetness = 2.454583, state = Dry, Temperature = 31.47803, Evaporation = 0.922742, Frequency = 32656
04/07/2024 18:50:35, Voltage = 0.286428, Wetness = 2.485816, state = Dry, Temperature = 31.80383, Evaporation = 0.9253101, Frequency = 32688
04/07/2024 18:50:36, Voltage = 0.286146, Wetness = 2.473394, state = Dry, Temperature = 32.16772, Evaporation = 0.9556237, Frequency = 32728
04/07/2024 18:50:38, Voltage = 0.2859446, Wetness = 2.464521, state = Dry, Temperature = 31.92181, Evaporation = 0.4707576, Frequency = 32904
04/07/2024 18:50:39, Voltage = 0.2866858, Wetness = 2.497173, state = Dry, Temperature = 31.79883, Evaporation = 0.9168002, Frequency = 32984
04/07/2024 18:50:40, Voltage = 0.306586, Wetness = 3.373835, state = Dry, Temperature = 32.06177, Evaporation = 0.920325, Frequency = 32880
04/07/2024 18:50:41, Voltage = 0.3070855, Wetness = 3.395839, state = Dry, Temperature = 32.00592, Evaporation = 0.9233967, Frequency = 32792
04/07/2024 18:50:42, Voltage = 0.3075931, Wetness = 3.4182, state = Dry, Temperature = 32.03912, Evaporation = 0.922037, Frequency = 32880
04/07/2024 18:50:43, Voltage = 0.3069728, Wetness = 3.390871, state = Dry, Temperature = 32.14203, Evaporation = 0.9230441, Frequency = 32920
04/07/2024 18:50:44, Voltage = 0.3062234, Wetness = 3.357863, state = Dry, Temperature = 32.38812, Evaporation = 0.9503868, Frequency = 32920
