05/07/2024 11:43:50, Voltage = 0.02251865, Wetness = 0, state = Dry, Temperature = 30.79303, Evaporation = 1.270492, Frequency = 26384
05/07/2024 11:52:05, Voltage = 0.02479066, Wetness = 0, state = Dry, Temperature = 33.54584, Evaporation = 1.271147, Frequency = 4805
05/07/2024 11:52:07, Voltage = 0.02307457, Wetness = 0, state = Dry, Temperature = 33.14636, Evaporation = 1.269989, Frequency = 4811
05/07/2024 11:52:09, Voltage = 0.02276036, Wetness = 0, state = Dry, Temperature = 33.6593, Evaporation = 1.267773, Frequency = 4806
05/07/2024 11:52:11, Voltage = 0.02292149, Wetness = 0, state = Dry, Temperature = 33.25256, Evaporation = 1.27306, Frequency = 4808
05/07/2024 11:52:12, Voltage = 0.02213998, Wetness = 0, state = Dry, Temperature = 33.39771, Evaporation = 1.269586, Frequency = 4814
05/07/2024 11:52:14, Voltage = 0.02296177, Wetness = 0, state = Dry, Temperature = 33.93042, Evaporation = 1.26596, Frequency = 4822
05/07/2024 11:52:16, Voltage = 0.02316319, Wetness = 0, state = Dry, Temperature = 34.06006, Evaporation = 1.266464, Frequency = 4821
05/07/2024 11:52:18, Voltage = 0.02309068, Wetness = 0, state = Dry, Temperature = 33.95117, Evaporation = 1.269435, Frequency = 4824
05/07/2024 11:52:19, Voltage = 0.02184189, Wetness = 0, state = Dry, Temperature = 33.71881, Evaporation = 1.270341, Frequency = 4818
05/07/2024 11:52:21, Voltage = 0.02356603, Wetness = 0, state = Dry, Temperature = 33.55957, Evaporation = 1.270492, Frequency = 4819
05/07/2024 11:52:23, Voltage = 0.02223667, Wetness = 0, state = Dry, Temperature = 33.84412, Evaporation = 1.269435, Frequency = 4815
05/07/2024 11:52:25, Voltage = 0.02259116, Wetness = 0, state = Dry, Temperature = 34.19135, Evaporation = 1.284742, Frequency = 4818
05/07/2024 11:52:26, Voltage = 0.02222861, Wetness = 0, state = Dry, Temperature = 33.93134, Evaporation = 1.303525, Frequency = 4784
05/07/2024 11:52:28, Voltage = 0.02345324, Wetness = 0, state = Dry, Temperature = 33.48962, Evaporation = 1.266464, Frequency = 4798
05/07/2024 11:52:30, Voltage = 0.02218027, Wetness = 0, state = Dry, Temperature = 33.60968, Evaporation = 1.268226, Frequency = 4789
05/07/2024 11:52:31, Voltage = 0.02295372, Wetness = 0, state = Dry, Temperature = 33.79767, Evaporation = 1.261076, Frequency = 4805
05/07/2024 11:52:33, Voltage = 0.02238169, Wetness = 0, state = Dry, Temperature = 33.97852, Evaporation = 1.266716, Frequency = 4790
05/07/2024 11:52:35, Voltage = 0.02342101, Wetness = 0, state = Dry, Temperature = 33.32495, Evaporation = 1.298993, Frequency = 4597
05/07/2024 11:52:37, Voltage = 0.02335656, Wetness = 0, state = Dry, Temperature = 33.83813, Evaporation = 1.267773, Frequency = 4781
05/07/2024 11:52:38, Voltage = 0.02295372, Wetness = 0, state = Dry, Temperature = 33.25165, Evaporation = 1.273312, Frequency = 4770
05/07/2024 11:52:40, Voltage = 0.02296983, Wetness = 0, state = Dry, Temperature = 33.88013, Evaporation = 1.269032, Frequency = 4794
05/07/2024 11:52:42, Voltage = 0.02289732, Wetness = 0, state = Dry, Temperature = 33.60394, Evaporation = 1.269938, Frequency = 4797
05/07/2024 11:52:44, Voltage = 0.02255088, Wetness = 0, state = Dry, Temperature = 33.44434, Evaporation = 1.272254, Frequency = 4802
05/07/2024 11:52:45, Voltage = 0.02220444, Wetness = 0, state = Dry, Temperature = 33.97327, Evaporation = 1.378151, Frequency = 4808
05/07/2024 11:52:47, Voltage = 0.02273619, Wetness = 0, state = Dry, Temperature = 33.76666, Evaporation = 1.270895, Frequency = 4820
05/07/2024 11:52:49, Voltage = 0.02266367, Wetness = 0, state = Dry, Temperature = 33.79419, Evaporation = 1.266363, Frequency = 4803
05/07/2024 11:52:51, Voltage = 0.02389636, Wetness = 0, state = Dry, Temperature = 33.84131, Evaporation = 1.291591, Frequency = 4807
05/07/2024 11:52:52, Voltage = 0.02311485, Wetness = 0, state = Dry, Temperature = 33.51465, Evaporation = 1.272003, Frequency = 4802
05/07/2024 11:52:54, Voltage = 0.02238169, Wetness = 0, state = Dry, Temperature = 33.36426, Evaporation = 1.269938, Frequency = 4785
05/07/2024 11:52:56, Voltage = 0.02149544, Wetness = 0, state = Dry, Temperature = 33.34412, Evaporation = 1.270391, Frequency = 4791
05/07/2024 11:52:58, Voltage = 0.02230918, Wetness = 0, state = Dry, Temperature = 33.81671, Evaporation = 1.267974, Frequency = 4806
05/07/2024 11:52:59, Voltage = 0.02309874, Wetness = 0, state = Dry, Temperature = 33.61523, Evaporation = 1.271147, Frequency = 4808
05/07/2024 11:53:01, Voltage = 0.02305846, Wetness = 0, state = Dry, Temperature = 33.26062, Evaporation = 1.303374, Frequency = 4798
05/07/2024 11:53:03, Voltage = 0.0220997, Wetness = 0, state = Dry, Temperature = 34.12433, Evaporation = 1.266867, Frequency = 4789
05/07/2024 11:53:05, Voltage = 0.02375134, Wetness = 0, state = Dry, Temperature = 33.34949, Evaporation = 1.268176, Frequency = 4790
05/07/2024 11:53:06, Voltage = 0.02259922, Wetness = 0, state = Dry, Temperature = 33.63452, Evaporation = 1.271147, Frequency = 4788
05/07/2024 11:53:08, Voltage = 0.02213193, Wetness = 0, state = Dry, Temperature = 34.10968, Evaporation = 1.301259, Frequency = 4800
05/07/2024 11:53:10, Voltage = 0.02287315, Wetness = 0, state = Dry, Temperature = 33.40381, Evaporation = 1.271046, Frequency = 4802
05/07/2024 11:53:11, Voltage = 0.02274424, Wetness = 0, state = Dry, Temperature = 33.65723, Evaporation = 1.269837, Frequency = 4811
05/07/2024 11:53:13, Voltage = 0.02231723, Wetness = 0, state = Dry, Temperature = 34.03748, Evaporation = 1.268377, Frequency = 4801
05/07/2024 11:53:15, Voltage = 0.02235752, Wetness = 0, state = Dry, Temperature = 33.43408, Evaporation = 1.269586, Frequency = 4797
05/07/2024 11:53:17, Voltage = 0.02263145, Wetness = 0, state = Dry, Temperature = 33.84393, Evaporation = 1.268176, Frequency = 4790
05/07/2024 11:53:18, Voltage = 0.02317125, Wetness = 0, state = Dry, Temperature = 33.45892, Evaporation = 1.149087, Frequency = 4791
05/07/2024 11:53:20, Voltage = 0.02290538, Wetness = 0, state = Dry, Temperature = 33.44208, Evaporation = 1.266615, Frequency = 4791
05/07/2024 11:53:22, Voltage = 0.02336461, Wetness = 0, state = Dry, Temperature = 33.94495, Evaporation = 1.26596, Frequency = 4785
05/07/2024 11:53:24, Voltage = 0.02250254, Wetness = 0, state = Dry, Temperature = 33.6012, Evaporation = 1.26873, Frequency = 4781
05/07/2024 11:53:25, Voltage = 0.02251865, Wetness = 0, state = Dry, Temperature = 33.97815, Evaporation = 1.270593, Frequency = 4782
05/07/2024 11:53:27, Voltage = 0.02213998, Wetness = 0, state = Dry, Temperature = 34.12347, Evaporation = 1.30433, Frequency = 4799
05/07/2024 11:53:29, Voltage = 0.02296177, Wetness = 0, state = Dry, Temperature = 33.74609, Evaporation = 1.266061, Frequency = 4798
05/07/2024 11:53:31, Voltage = 0.02360631, Wetness = 0, state = Dry, Temperature = 33.83313, Evaporation = 1.268075, Frequency = 4802
05/07/2024 11:53:32, Voltage = 0.02325988, Wetness = 0, state = Dry, Temperature = 33.75226, Evaporation = 1.272506, Frequency = 4796
05/07/2024 11:53:34, Voltage = 0.0228651, Wetness = 0, state = Dry, Temperature = 33.90015, Evaporation = 1.269435, Frequency = 4800
05/07/2024 11:53:36, Voltage = 0.02175326, Wetness = 0, state = Dry, Temperature = 33.87177, Evaporation = 1.266867, Frequency = 4806
05/07/2024 11:53:38, Voltage = 0.02196274, Wetness = 0, state = Dry, Temperature = 33.90906, Evaporation = 1.26878, Frequency = 4810
05/07/2024 11:53:39, Voltage = 0.02238169, Wetness = 0, state = Dry, Temperature = 33.6687, Evaporation = 1.268176, Frequency = 4798
05/07/2024 11:53:41, Voltage = 0.02227695, Wetness = 0, state = Dry, Temperature = 33.73254, Evaporation = 1.269938, Frequency = 4815
05/07/2024 11:53:43, Voltage = 0.02330016, Wetness = 0, state = Dry, Temperature = 33.64099, Evaporation = 1.263745, Frequency = 4811
05/07/2024 11:53:45, Voltage = 0.02242197, Wetness = 0, state = Dry, Temperature = 33.59332, Evaporation = 1.269284, Frequency = 4799
05/07/2024 11:53:46, Voltage = 0.02345324, Wetness = 0, state = Dry, Temperature = 34.11194, Evaporation = 1.269132, Frequency = 4817
05/07/2024 11:53:48, Voltage = 0.02288121, Wetness = 0, state = Dry, Temperature = 34.16278, Evaporation = 1.26873, Frequency = 4806
05/07/2024 11:53:50, Voltage = 0.02307457, Wetness = 0, state = Dry, Temperature = 34.23779, Evaporation = 1.272254, Frequency = 4799
05/07/2024 11:53:51, Voltage = 0.02301817, Wetness = 0, state = Dry, Temperature = 33.45953, Evaporation = 1.269837, Frequency = 4807
05/07/2024 11:53:53, Voltage = 0.02388025, Wetness = 0, state = Dry, Temperature = 33.97308, Evaporation = 1.274218, Frequency = 4807
05/07/2024 11:53:55, Voltage = 0.02290538, Wetness = 0, state = Dry, Temperature = 33.60657, Evaporation = 1.263392, Frequency = 4806
05/07/2024 11:53:57, Voltage = 0.02307457, Wetness = 0, state = Dry, Temperature = 33.6546, Evaporation = 1.267118, Frequency = 4797
05/07/2024 11:53:58, Voltage = 0.02325182, Wetness = 0, state = Dry, Temperature = 33.25238, Evaporation = 1.270643, Frequency = 4787
05/07/2024 11:54:00, Voltage = 0.02308263, Wetness = 0, state = Dry, Temperature = 33.66064, Evaporation = 1.268981, Frequency = 4773
05/07/2024 11:54:02, Voltage = 0.02240586, Wetness = 0, state = Dry, Temperature = 34.00305, Evaporation = 1.270341, Frequency = 4784
05/07/2024 11:54:04, Voltage = 0.02264756, Wetness = 0, state = Dry, Temperature = 33.76337, Evaporation = 1.269183, Frequency = 4787
